Date,ypf,ypfdba,ggal,ggalba,bma,bmaba,pam,pampba,bbar,bbarba,ccl
2010-04-09,35.3001708984375,140.6540069580078,5.167453765869141,1.9262349605560303,21.055904388427734,4.700407981872559,11.361462593078613,1.7795922756195068,5.209328651428223,5.901913642883301,3.4518387747737735
2010-04-12,35.22774887084961,143.19593811035156,5.208593845367432,1.9660331010818481,21.12232780456543,4.6621928215026855,11.460258483886719,1.7795922756195068,5.242937088012695,5.990887641906738,3.471352354159781
2010-04-13,35.23579406738281,143.19593811035156,5.142767906188965,1.9262349605560303,21.042617797851562,4.6621928215026855,11.420740127563477,1.7696503400802612,5.2362141609191895,5.990887641906738,3.4662386280724986
2010-04-14,35.1070556640625,145.73788452148438,5.150994777679443,1.9501138925552368,21.009408950805664,4.6430864334106445,11.430620193481445,1.7696503400802612,5.2362141609191895,5.901913642883301,3.4797921003244907
2010-04-15,35.30820846557617,142.34861755371094,5.167453765869141,1.9501138925552368,20.74372100830078,4.6430864334106445,11.371342658996582,1.7497667074203491,5.209328651428223,5.901913642883301,3.457896074912699
2010-04-16,35.16337203979492,142.34861755371094,4.994656085968018,1.870517373085022,20.258840560913086,4.547549247741699,10.986040115356445,1.7099993228912354,5.048007011413574,5.842597007751465,3.480297694218862
2010-04-19,35.203609466552734,144.89056396484375,5.035797595977783,1.870517373085022,20.431533813476562,4.547549247741699,11.055197715759277,1.7199411392211914,4.967345714569092,5.842597007751465,3.494804325456051
2010-04-20,35.25993347167969,144.89056396484375,5.068710803985596,1.902355432510376,19.96657943725586,4.452012062072754,11.005800247192383,1.7000575065612793,5.048007011413574,5.694309234619141,3.46758071537611
2010-04-21,37.022064208984375,146.2037811279297,5.134538650512695,1.9182755947113037,19.920080184936523,4.471120357513428,10.94652271270752,1.7199411392211914,5.115224361419678,5.812939643859863,3.4533808065202494
2010-04-22,36.67279052734375,146.2037811279297,5.3320207595825195,2.01379132270813,20.20569610595703,4.471120357513428,11.21327018737793,1.7298829555511475,5.202605724334717,5.961228370666504,3.4541048224317223
2010-04-23,35.87447738647461,146.2037811279297,5.241507530212402,1.9899120330810547,20.185771942138672,4.509334564208984,11.055197715759277,1.7199411392211914,5.135389804840088,5.872255802154541,3.485139357160649
2010-04-26,35.79131317138672,146.2037811279297,5.208593845367432,1.9739925861358643,19.76730728149414,4.394689083099365,10.99592113494873,1.7000575065612793,5.115224361419678,5.812939643859863,3.4744764425829464
2010-04-27,35.92436981201172,146.2037811279297,5.0028839111328125,1.8864367008209229,19.063236236572266,4.318262100219727,10.867486953735352,1.670231819152832,4.839633941650391,5.6349921226501465,3.4881981303529708
2010-04-28,36.12395095825195,147.07923889160156,5.060482978820801,1.9182755947113037,18.677988052368164,4.18450927734375,10.739052772521973,1.6901155710220337,4.7993035316467285,5.528224945068359,3.498541031206824
2010-04-29,36.032474517822266,145.32830810546875,5.060482978820801,1.902355432510376,18.970239639282227,4.241831302642822,10.847726821899414,1.670231819152832,4.752252101898193,5.427388668060303,3.4608016174811143
2010-04-30,37.113529205322266,148.8302001953125,4.928826808929443,1.902355432510376,18.5982723236084,4.241831302642822,10.808209419250488,1.6901155710220337,4.664869785308838,5.427388668060303,3.5100527463235496
2010-05-04,36.44826889038086,145.32830810546875,4.86299991607666,1.8227593898773193,18.46543312072754,4.127187728881836,10.66989517211914,1.6503480672836304,4.4901041984558105,5.219783306121826,3.4649829773136593
2010-05-05,36.548057556152344,145.32830810546875,4.788944244384766,1.8147995471954346,17.615222930908203,3.936115026473999,10.551342010498047,1.6503480672836304,4.362392425537109,5.071493625640869,3.479669044691073
2010-05-06,34.934783935546875,145.32830810546875,4.418666362762451,1.6635667085647583,16.904502868652344,3.7450411319732666,10.156159400939941,1.5906970500946045,4.033028602600098,4.691872596740723,3.5091887733673515
2010-05-07,34.38594055175781,145.32830810546875,4.361065864562988,1.6396877765655518,16.824798583984375,3.7832553386688232,10.314231872558594,1.6006388664245605,4.154018402099609,4.852025032043457,3.5237237386778872
2010-05-10,35.00131607055664,140.0754852294922,4.920599460601807,1.870517373085022,18.46543312072754,4.18450927734375,10.66989517211914,1.6801737546920776,4.732086658477783,5.397730350494385,3.485650494287016
2010-05-11,35.242469787597656,142.70188903808594,4.8712286949157715,1.8386785984039307,18.3724365234375,4.127187728881836,10.53158187866211,1.6503480672836304,4.6783127784729,5.338414192199707,3.48220543968075
2010-05-12,35.85783767700195,144.45281982421875,4.887685775756836,1.8386785984039307,18.66469955444336,4.127187728881836,10.541460990905762,1.670231819152832,4.65814733505249,5.338414192199707,3.4801575835021388
2010-05-13,35.55015563964844,143.57733154296875,4.86299991607666,1.798880696296692,18.5982723236084,4.165402412414551,10.482183456420898,1.6304644346237183,4.671590805053711,5.397730350494385,3.4664966485783912
2010-05-14,33.1385612487793,140.950927734375,4.607918739318848,1.7511227130889893,17.801204681396484,3.993436336517334,10.274713516235352,1.6006388664245605,4.469940185546875,5.160466194152832,3.531006559729448
2010-05-17,32.2570915222168,139.6377410888672,4.484492778778076,1.7511227130889893,17.967260360717773,3.993436336517334,10.077123641967773,1.5906970500946045,4.275010108947754,5.160466194152832,3.6048075011145757
2010-05-18,33.10530471801758,139.19998168945312,4.459806442260742,1.7033647298812866,18.43221664428711,4.127187728881836,10.264835357666016,1.6105806827545166,4.3018975257873535,5.041836261749268,3.5403652021226706
2010-05-19,31.866249084472656,135.69813537597656,4.484492778778076,1.7033647298812866,18.4853515625,4.18450927734375,10.175919532775879,1.6006388664245605,4.2279582023620605,4.952861785888672,3.5534363167514895
2010-05-20,28.980653762817383,122.5660171508789,4.212954044342041,1.6158087253570557,18.027040481567383,4.050758361816406,10.017847061157227,1.5708132982254028,4.086801528930664,4.7452569007873535,3.5430010991065246
2010-05-21,29.080440521240234,119.93962860107422,4.385751724243164,1.6715260744094849,17.934051513671875,4.222724914550781,10.096882820129395,1.5807552337646484,4.133854389190674,4.774914741516113,3.533890841285172
2010-05-24,29.163602828979492,119.93962860107422,4.361065864562988,1.6715260744094849,17.66172218322754,4.222724914550781,9.998087882995605,1.5807552337646484,4.053194046020508,4.774914741516113,3.5646415152926187
